timestamp,current_A,voltage_V,temperature_C,vibration_mm_s,load_pct,fault_flag
2024-01-01 08:00:00,48.344594603181555,397.28602107805114,59.38092215892509,2.174595074035528,61.4901424590337,0.0
2024-01-01 08:01:00,46.79334377631722,398.7780021477854,58.801102140931995,2.136876763750692,59.62521499135616,0.0
2024-01-01 08:02:00,46.0271782656679,397.61047575581944,59.90567462334534,1.9898682345840746,62.02308076365991,0.0
2024-01-01 08:03:00,51.09110817045081,400.4416721877845,62.29593646939611,2.257274293649317,64.6891106923171,0.0
2024-01-01 08:04:00,49.03171020488704,404.78871412584766,57.66220005789166,1.8683510744368237,59.45756505155443,0.0
2024-01-01 08:05:00,45.04962839871397,396.91583137143516,57.52952583116479,1.9943365880772175,59.49761579608445,0.0
2024-01-01 08:06:00,54.0790960244682,404.00328199107366,62.845994974397975,1.8748017791097102,64.97766340295877,0.0
2024-01-01 08:07:00,51.041408515343974,396.8733117106124,59.338962323765706,2.3725288314164588,62.58232359146912,0.0
2024-01-01 08:08:00,45.66080232540369,396.60949115001245,56.67008145430728,2.0489413690834386,58.91158621168219,0.0
2024-01-01 08:09:00,49.30708020014818,403.27437847337285,59.06737482426213,2.454847720375394,61.98767434352984,0.0
2024-01-01 08:10:00,50.40441978761413,403.68774551203046,58.10880898330004,2.2055882922091503,59.00972021541508,0.0
2024-01-01 08:11:00,48.70130099668971,403.4056397470506,60.94954677642764,2.1528560826841154,59.04275671209747,0.0
2024-01-01 08:12:00,48.98220604941185,394.7368103671274,60.869558688372884,2.0301528222256415,61.205798424519436,0.0
2024-01-01 08:13:00,43.34865643104856,398.1361960877118,58.633292457433626,1.8647479271150842,54.780028831213166,0.0
2024-01-01 08:14:00,44.46127070232939,403.2919543680133,58.38398674423321,2.1092217216112803,55.38506570178258,0.0
2024-01-01 08:15:00,46.10679071215918,400.1661673622556,59.98452442144487,2.0729663578848734,58.912897285054726,0.0
2024-01-01 08:16:00,41.87145905675843,395.70522861521016,57.00835584422775,1.8631274164558882,57.60119758524557,0.0
2024-01-01 08:17:00,53.38223884376477,401.83327175650174,59.351038278317425,1.896806544199289,61.622353778369124,0.0
2024-01-01 08:18:00,46.70700960658227,397.1407709640341,56.71330683455641,1.926126183281902,57.99544951022933,0.0
2024-01-01 08:19:00,46.014301787891476,407.17809939356886,57.293271583017656,2.320982719870804,56.52250907205799,0.0
2024-01-01 08:20:00,52.04118671347107,406.17936584967305,62.104658593014555,2.509935479199662,65.1962527665311,0.0
2024-01-01 08:21:00,46.65924723695562,402.41638970542226,59.266615346420764,2.133176137816426,60.16185104800599,0.0
2024-01-01 08:22:00,48.493450734898396,405.4440268190791,61.399871076838416,2.1385657887511167,61.081624620994916,0.0
2024-01-01 08:23:00,42.11692362401732,400.25916540049354,55.945732885862135,1.999221565758183,56.644641435507424,0.0
2024-01-01 08:24:00,52.01462827590659,403.0617499775001,59.48058516594735,1.9497107342498243,59.32556909974997,0.0
2024-01-01 08:25:00,46.596016783986656,405.9108811812083,57.66006618761175,2.326246373281676,61.3313009760393,0.0
2024-01-01 08:26:00,44.004349372565216,400.98199472717727,58.175405673890246,2.344816745464437,57.585352425324466,0.0
2024-01-01 08:27:00,48.883650025910704,398.9792513139429,60.992584351176475,1.9990652952744226,62.205210543354376,0.0
2024-01-01 08:28:00,50.028924643740055,393.18151216729154,58.404632746781324,2.0773137406244713,59.31596649254412,0.0
2024-01-01 08:29:00,48.255057593445436,399.667465897114,59.9397097035905,2.036758297298227,60.28254949365016,0.0
2024-01-01 08:30:00,45.04152085401349,403.29369273824926,57.317297720787806,2.0278477471341487,59.39224055759302,0.0
2024-01-01 08:31:00,55.94380106843716,403.7825337102705,59.222027206166665,2.3797948198192755,66.7939054336531,0.0
2024-01-01 08:32:00,50.45101716615516,402.0174602628736,60.3300523900238,1.9217498165560352,61.23626989073025,0.0
2024-01-01 08:33:00,47.591509135683,397.83480362015104,60.87333496173864,2.142119939038885,58.143299026562616,0.0
2024-01-01 08:34:00,52.49044106387573,392.09271372420966,59.03541888051219,2.266591451999643,63.823715726917555,0.0
2024-01-01 08:35:00,50.97526581070423,398.01913960798106,59.92656227492986,2.0446749866385896,57.73317751192416,0.0
2024-01-01 08:36:00,54.01971329234418,398.7826205157842,59.889896864360594,2.264888739715615,62.06190437783994,0.0
2024-01-01 08:37:00,43.10327761639275,398.7482841312399,55.23481686866006,2.056086056750605,55.59588537799918,0.0
2024-01-01 08:38:00,49.27168690723301,402.4742254279117,56.31470050877711,2.2455179304536173,57.52989615201338,0.0
2024-01-01 08:39:00,50.48199423108128,407.94270564405934,59.881506085822714,1.903837788977937,62.144572314454344,0.0
2024-01-01 08:40:00,52.045309857266275,400.4941168073644,59.916865680609234,2.104817177567546,63.808897781238464,0.0
2024-01-01 08:41:00,46.333127787186406,399.1330728433742,57.88946526009917,2.1214343307687145,62.14708681309132,0.0
2024-01-01 08:42:00,48.719624399219605,398.96311274798364,56.98913904315989,1.7190513160167225,61.325494912494996,0.0
2024-01-01 08:43:00,47.02120057398518,400.49753906763084,58.053344885439394,1.9492354853630631,60.808559693322884,0.0
2024-01-01 08:44:00,47.50868437263807,396.6868249586064,58.216996883922405,1.9376957382746465,57.31570842856431,0.0
2024-01-01 08:45:00,49.847054890800635,400.4807942349842,58.842845816092805,2.236697659660909,59.63111736249378,0.0
2024-01-01 08:46:00,44.20949177875514,401.8032493453272,58.427375304143766,2.0006947070675802,60.448080600984696,0.0
